preflop,flop,turn,river,total
"(0.0225, 0.0225)","(0.0412, 0.0637)","(0.1374, 0.2011)","(0.0, 0.2011)",0.2011
"(0.075, 0.075)","(0.06, 0.135)","(0.18, 0.315)","(0.0, 0.315)",0.315
"(0.075, 0.075)","(0.06, 0.135)","(0.18, 0.315)","(0.685, 1.0)",1.0
"(0.09, 0.09)","(0.055, 0.145)","(0, 0.145)","(0, 0.145)",0.145
"(0.0287, 0.0287)","(0.0312, 0.059899999999999995)","(0.0312, 0.09109999999999999)","(0.0936, 0.18469999999999998)",0.18469999999999998
"(0.02, 0.02)","(0.0275, 0.0475)","(0.22, 0.2675)","(0, 0.2675)",0.2675
"(0.105, 0.105)","(0.07, 0.175)","(0, 0.175)","(0, 0.175)",0.175
"(0.021, 0.021)","(0.047, 0.068)","(0.0, 0.068)","(0.932, 1.0)",1.0
"(0.021, 0.021)","(0.047, 0.068)","(0.0, 0.068)","(0.212, 0.28)",0.28
"(0.0225, 0.0225)","(0.0375, 0.06)","(0.0, 0.06)","(0.0937, 0.1537)",0.1537
"(0.0215, 0.0215)","(0.015, 0.0365)","(0.0, 0.0365)","(0.08, 0.11649999999999999)",0.11649999999999999
"(0.02, 0.02)","(0.0225, 0.042499999999999996)","(0.0325, 0.075)","(0.0, 0.075)",0.075
"(0.02, 0.02)","(0.0225, 0.042499999999999996)","(0.0325, 0.075)","(0.1162, 0.19119999999999998)",0.19119999999999998
"(0.02, 0.02)","(0.0405, 0.0605)","(0.0, 0.0605)","(0.063, 0.1235)",0.1235
"(0.0235, 0.0235)","(0.013, 0.0365)","(0.105, 0.1415)","(0, 0.1415)",0.1415
"(0.0235, 0.0235)","(0.013, 0.0365)","(0.0, 0.0365)","(0, 0.0365)",0.0365
"(0.025, 0.025)","(0.1312, 0.1562)","(0.2343, 0.3905)","(0.0, 0.3905)",0.3905
"(0.025, 0.025)","(0.1312, 0.1562)","(0.2343, 0.3905)","(0.6095, 1.0)",1.0
"(0.068, 0.068)","(0.1057, 0.17370000000000002)","(0.0, 0.17370000000000002)","(0, 0.17370000000000002)",0.17370000000000002
"(0.068, 0.068)","(0.1057, 0.17370000000000002)","(0.2643, 0.438)","(0, 0.438)",0.438
"(0.025, 0.025)","(0.0, 0.025)","(0.0, 0.025)","(0.1725, 0.19749999999999998)",0.19749999999999998
"(0.0235, 0.0235)","(0.0, 0.0235)","(0.028, 0.051500000000000004)","(0.9485, 1.0)",1.0
"(0.0225, 0.0225)","(0.02, 0.042499999999999996)","(0.0675, 0.11)","(0, 0.11)",0.11
"(0.035, 0.035)","(0.0, 0.035)","(0.04, 0.07500000000000001)","(0.1, 0.17500000000000002)",0.17500000000000002
"(0.0225, 0.0225)","(0.03, 0.0525)","(0.09, 0.1425)","(0.0, 0.1425)",0.1425
"(0.0225, 0.0225)","(0.03, 0.0525)","(0.09, 0.1425)","(0.3, 0.4425)",0.4425
"(0.19, 0.19)","(0.16, 0.35)","(0, 0.35)","(0, 0.35)",0.35
"(0.03, 0.03)","(0.0, 0.03)","(0.09, 0.12)","(0, 0.12)",0.12
"(0.025, 0.025)","(0.0175, 0.0425)","(0.075, 0.1175)","(0.0, 0.1175)",0.1175
"(0.0225, 0.0225)","(0.0175, 0.04)","(0.0, 0.04)","(0.0637, 0.10370000000000001)",0.10370000000000001
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.1875, 0.235)","(0.4102, 0.6452)",0.6452
"(0.11, 0.11)","(0.1, 0.21000000000000002)","(0.0, 0.21000000000000002)","(0.32, 0.53)",0.53
"(0.0225, 0.0225)","(0.0175, 0.04)","(0.0675, 0.10750000000000001)","(0, 0.10750000000000001)",0.10750000000000001
"(0.02, 0.02)","(0.0, 0.02)","(0.0, 0.02)","(0.01, 0.03)",0.03
"(0.0225, 0.0225)","(0.015, 0.0375)","(0.05, 0.0875)","(0.0, 0.0875)",0.0875
"(0.025, 0.025)","(0.01, 0.035)","(0.0, 0.035)","(0.0, 0.035)",0.035
"(0.0725, 0.0725)","(0.0625, 0.135)","(0, 0.135)","(0, 0.135)",0.135
"(0.08, 0.08)","(0.09, 0.16999999999999998)","(0, 0.16999999999999998)","(0, 0.16999999999999998)",0.16999999999999998
"(0.0225, 0.0225)","(0.055, 0.0775)","(0.04, 0.1175)","(0.18, 0.2975)",0.2975
"(0.025, 0.025)","(0.0, 0.025)","(0.08, 0.10500000000000001)","(0.11, 0.21500000000000002)",0.21500000000000002
"(0.07, 0.07)","(0.0555, 0.1255)","(0, 0.1255)","(0, 0.1255)",0.1255
"(0.0225, 0.0225)","(0.0375, 0.06)","(0.328, 0.388)","(0, 0.388)",0.388
"(0.0225, 0.0225)","(0.023, 0.0455)","(0.0, 0.0455)","(0.0, 0.0455)",0.0455
"(0.0225, 0.0225)","(0.06, 0.08249999999999999)","(0.1275, 0.21)","(0.425, 0.635)",0.635
"(0.021, 0.021)","(0.02, 0.041)","(0.0, 0.041)","(0.0, 0.041)",0.041
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.07, 0.11750000000000001)","(0.1915, 0.309)",0.309
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.07, 0.11750000000000001)","(0.8825, 1.0)",1.0
"(0.075, 0.075)","(0.0, 0.075)","(0.0412, 0.1162)","(0.8838, 1.0)",1.0
"(0.075, 0.075)","(0.0, 0.075)","(0.0412, 0.1162)","(0.4948, 0.611)",0.611
"(0.025, 0.025)","(0.0, 0.025)","(0.0, 0.025)","(0.11, 0.135)",0.135
"(0.025, 0.025)","(0.0, 0.025)","(0.0825, 0.10750000000000001)","(0, 0.10750000000000001)",0.10750000000000001
"(0.0, 0.0)","(0.0, 0.0)","(0.0, 0.0)","(0.02, 0.02)",0.02
"(0.025, 0.025)","(0.03, 0.055)","(0.12, 0.175)","(0, 0.175)",0.175
"(0.0225, 0.0225)","(0.03, 0.0525)","(0.06, 0.11249999999999999)","(0.0, 0.11249999999999999)",0.11249999999999999
"(0.285, 0.285)","(0, 0.285)","(0, 0.285)","(0, 0.285)",0.285
"(0.02, 0.02)","(0.02, 0.04)","(0.0, 0.04)","(0.0637, 0.10370000000000001)",0.10370000000000001
"(0.021, 0.021)","(0.0675, 0.08850000000000001)","(0.09, 0.1785)","(0.0, 0.1785)",0.1785
"(0.025, 0.025)","(0.0, 0.025)","(0.0, 0.025)","(0.04, 0.065)",0.065
"(0.02, 0.02)","(0.0235, 0.0435)","(0, 0.0435)","(0, 0.0435)",0.0435
"(0.045, 0.045)","(0, 0.045)","(0, 0.045)","(0, 0.045)",0.045
"(0.021, 0.021)","(0.0, 0.021)","(0.0115, 0.0325)","(0.1, 0.1325)",0.1325
"(0.021, 0.021)","(0.0, 0.021)","(0.0115, 0.0325)","(0.0, 0.0325)",0.0325
"(0.025, 0.025)","(0.0325, 0.0575)","(0, 0.0575)","(0, 0.0575)",0.0575
"(0.0902, 0.0902)","(0, 0.0902)","(0, 0.0902)","(0, 0.0902)",0.0902
"(0.2285, 0.2285)","(0, 0.2285)","(0, 0.2285)","(0, 0.2285)",0.2285
"(0.275, 0.275)","(0.2075, 0.48250000000000004)","(0, 0.48250000000000004)","(0, 0.48250000000000004)",0.48250000000000004
"(0.275, 0.275)","(0.0, 0.275)","(0, 0.275)","(0, 0.275)",0.275
"(0.025, 0.025)","(0.0, 0.025)","(0.035, 0.060000000000000005)","(0.04, 0.1)",0.1
"(0.085, 0.085)","(0.0805, 0.1655)","(0, 0.1655)","(0, 0.1655)",0.1655
"(0.115, 0.115)","(0.0975, 0.21250000000000002)","(0, 0.21250000000000002)","(0, 0.21250000000000002)",0.21250000000000002
"(0.1025, 0.1025)","(0.0, 0.1025)","(0.1375, 0.24)","(0.375, 0.615)",0.615
"(0.115, 0.115)","(0.09, 0.20500000000000002)","(0.17, 0.375)","(0.0, 0.375)",0.375
"(0.115, 0.115)","(0.09, 0.20500000000000002)","(0.17, 0.375)","(0.25, 0.625)",0.625
"(0.02, 0.02)","(0.015, 0.035)","(0.0, 0.035)","(0.075, 0.11)",0.11
"(0.02, 0.02)","(0.02, 0.04)","(0.065, 0.10500000000000001)","(0.0, 0.10500000000000001)",0.10500000000000001
"(0.02, 0.02)","(0.02, 0.04)","(0.065, 0.10500000000000001)","(0.3375, 0.4425)",0.4425
"(0.115, 0.115)","(0.085, 0.2)","(0.0, 0.2)","(0.0, 0.2)",0.2
"(0.115, 0.115)","(0.085, 0.2)","(0.0, 0.2)","(0.55, 0.75)",0.75
"(0.025, 0.025)","(0.0, 0.025)","(0.0, 0.025)","(0.03, 0.055)",0.055
"(0.07, 0.07)","(0.065, 0.135)","(0, 0.135)","(0, 0.135)",0.135
"(0.11, 0.11)","(0.08, 0.19)","(0.0, 0.19)","(0.5775, 0.7675000000000001)",0.7675000000000001
"(0.11, 0.11)","(0.08, 0.19)","(0.0, 0.19)","(0.0, 0.19)",0.19
"(0.085, 0.085)","(0.1222, 0.2072)","(0, 0.2072)","(0, 0.2072)",0.2072
"(0.226, 0.226)","(0, 0.226)","(0, 0.226)","(0, 0.226)",0.226
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0175, 0.04)","(0.03, 0.07)",0.07
"(0.0223, 0.0223)","(0.0, 0.0223)","(0.0, 0.0223)","(0.0, 0.0223)",0.0223
"(0.238, 0.238)","(0, 0.238)","(0, 0.238)","(0, 0.238)",0.238
"(0.02, 0.02)","(0.0, 0.02)","(0.0, 0.02)","(0.0898, 0.10980000000000001)",0.10980000000000001
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.0, 0.0475)","(0.2, 0.2475)",0.2475
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0625, 0.08499999999999999)","(0, 0.08499999999999999)",0.08499999999999999
"(0.07, 0.07)","(0.0, 0.07)","(0.1162, 0.1862)","(0, 0.1862)",0.1862
"(0.02, 0.02)","(0.0135, 0.0335)","(0.13, 0.1635)","(0.8365, 1.0)",1.0
"(0.02, 0.02)","(0.0135, 0.0335)","(0.13, 0.1635)","(0.0, 0.1635)",0.1635
"(0.13, 0.13)","(0.0668, 0.1968)","(0.24, 0.43679999999999997)","(0.5632, 1.0)",1.0
"(0.13, 0.13)","(0.0668, 0.1968)","(0.24, 0.43679999999999997)","(0.0, 0.43679999999999997)",0.43679999999999997
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.25, 0.2975)","(0.7025, 1.0)",1.0
"(0.0222, 0.0222)","(0.0405, 0.0627)","(0, 0.0627)","(0, 0.0627)",0.0627
"(0.0287, 0.0287)","(0.0175, 0.046200000000000005)","(0.0, 0.046200000000000005)","(0.0, 0.046200000000000005)",0.046200000000000005
"(0.0287, 0.0287)","(0.0175, 0.046200000000000005)","(0.0, 0.046200000000000005)","(0.111, 0.1572)",0.1572
"(0.025, 0.025)","(0.0325, 0.0575)","(0.0, 0.0575)","(0.09, 0.1475)",0.1475
"(0.0212, 0.0212)","(0.04, 0.061200000000000004)","(0, 0.061200000000000004)","(0, 0.061200000000000004)",0.061200000000000004
"(0.0212, 0.0212)","(0.0, 0.0212)","(0, 0.0212)","(0, 0.0212)",0.0212
"(0.0222, 0.0222)","(0.045, 0.0672)","(0.112, 0.1792)","(0.8208, 1.0)",1.0
"(0.0222, 0.0222)","(0.045, 0.0672)","(0.112, 0.1792)","(0.0, 0.1792)",0.1792
"(0.0222, 0.0222)","(0.0, 0.0222)","(0.0247, 0.0469)","(0, 0.0469)",0.0469
"(0.105, 0.105)","(0.0, 0.105)","(0.0, 0.105)","(0.1888, 0.2938)",0.2938
"(0.02, 0.02)","(0.0, 0.02)","(0.0275, 0.0475)","(0.0, 0.0475)",0.0475
"(0.085, 0.085)","(0.0, 0.085)","(0.06, 0.14500000000000002)","(0.0, 0.14500000000000002)",0.14500000000000002
"(0.02, 0.02)","(0.0, 0.02)","(0.0337, 0.0537)","(0.045, 0.0987)",0.0987
"(0.0222, 0.0222)","(0.0, 0.0222)","(0.0741, 0.0963)","(0, 0.0963)",0.0963
"(0.0215, 0.0215)","(0.0, 0.0215)","(0.0175, 0.039)","(0, 0.039)",0.039
"(0.0215, 0.0215)","(0.0, 0.0215)","(0.1005, 0.122)","(0, 0.122)",0.122
"(0.0225, 0.0225)","(0.04, 0.0625)","(0.19, 0.2525)","(0.0, 0.2525)",0.2525
"(0.0322, 0.0322)","(0, 0.0322)","(0, 0.0322)","(0, 0.0322)",0.0322
"(0.035, 0.035)","(0.0, 0.035)","(0.0955, 0.1305)","(0, 0.1305)",0.1305
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.275, 0.29750000000000004)","(0, 0.29750000000000004)",0.29750000000000004
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.2655, 0.313)","(0, 0.313)",0.313
"(0.2355, 0.2355)","(0.0, 0.2355)","(0.0, 0.2355)","(0.7645, 1.0)",1.0
"(0.0255, 0.0255)","(0.0, 0.0255)","(0.0, 0.0255)","(0.03, 0.055499999999999994)",0.055499999999999994
"(0.0255, 0.0255)","(0.0, 0.0255)","(0.0, 0.0255)","(0.0, 0.0255)",0.0255
"(0.0255, 0.0255)","(0.035, 0.0605)","(0, 0.0605)","(0, 0.0605)",0.0605
"(0.021, 0.021)","(0.0, 0.021)","(0.0, 0.021)","(0.023, 0.044)",0.044
"(0.021, 0.021)","(0.0235, 0.0445)","(0.06, 0.1045)","(0, 0.1045)",0.1045
"(0.025, 0.025)","(0.0, 0.025)","(0.145, 0.16999999999999998)","(0.0, 0.16999999999999998)",0.16999999999999998
"(0.025, 0.025)","(0.0, 0.025)","(0.145, 0.16999999999999998)","(0.35, 0.52)",0.52
"(0.0275, 0.0275)","(0.0305, 0.057999999999999996)","(0, 0.057999999999999996)","(0, 0.057999999999999996)",0.057999999999999996
"(0.0275, 0.0275)","(0.095, 0.1225)","(0, 0.1225)","(0, 0.1225)",0.1225
"(0.0, 0.0)","(0.01, 0.01)","(0.0, 0.01)","(0.01, 0.02)",0.02
"(0.0, 0.0)","(0.013, 0.013)","(0.03, 0.043)","(0.0, 0.043)",0.043
"(0.021, 0.021)","(0.0, 0.021)","(0.04, 0.061)","(0, 0.061)",0.061
"(0.0, 0.0)","(0.015, 0.015)","(0.0, 0.015)","(0.075, 0.09)",0.09
"(0.025, 0.025)","(0.025, 0.05)","(0.0262, 0.0762)","(0.0, 0.0762)",0.0762
"(0.025, 0.025)","(0.025, 0.05)","(0.0262, 0.0762)","(0.4722, 0.5484)",0.5484
"(0.03, 0.03)","(0.0, 0.03)","(0.0, 0.03)","(0.0375, 0.0675)",0.0675
"(0.03, 0.03)","(0.0, 0.03)","(0.0, 0.03)","(0.105, 0.135)",0.135
"(0.0275, 0.0275)","(0.0, 0.0275)","(0.045, 0.0725)","(0, 0.0725)",0.0725
"(0.0275, 0.0275)","(0.0, 0.0275)","(0.1575, 0.185)","(0, 0.185)",0.185
"(0.0737, 0.0737)","(0, 0.0737)","(0, 0.0737)","(0, 0.0737)",0.0737
"(0.021, 0.021)","(0.0235, 0.0445)","(0.0, 0.0445)","(0.105, 0.1495)",0.1495
"(0.021, 0.021)","(0.0235, 0.0445)","(0.0, 0.0445)","(0.025, 0.0695)",0.0695
"(0.0225, 0.0225)","(0.021, 0.0435)","(0.0, 0.0435)","(0.0, 0.0435)",0.0435
"(0.0225, 0.0225)","(0.021, 0.0435)","(0.0, 0.0435)","(0.069, 0.1125)",0.1125
"(0.025, 0.025)","(0.03, 0.055)","(0.085, 0.14)","(0.0, 0.14)",0.14
"(0.025, 0.025)","(0.03, 0.055)","(0.085, 0.14)","(0.2137, 0.3537)",0.3537
"(0.04, 0.04)","(0.045, 0.08499999999999999)","(0, 0.08499999999999999)","(0, 0.08499999999999999)",0.08499999999999999
"(0.0225, 0.0225)","(0.0804, 0.10289999999999999)","(0.1054, 0.20829999999999999)","(0.0, 0.20829999999999999)",0.20829999999999999
"(0.0225, 0.0225)","(0.0804, 0.10289999999999999)","(0.1054, 0.20829999999999999)","(0.2108, 0.4191)",0.4191
"(0.105, 0.105)","(0.0, 0.105)","(0.11, 0.215)","(0, 0.215)",0.215
"(0.025, 0.025)","(0.018, 0.043)","(0.0, 0.043)","(0.0455, 0.0885)",0.0885
"(0.075, 0.075)","(0.402, 0.47700000000000004)","(0.523, 1.0)","(0, 1.0)",1.0
"(0.021, 0.021)","(0.0, 0.021)","(0.07, 0.09100000000000001)","(0, 0.09100000000000001)",0.09100000000000001
"(0.0, 0.0)","(0.01, 0.01)","(0.015, 0.025)","(0, 0.025)",0.025
"(0.025, 0.025)","(0.03, 0.055)","(0.14, 0.195)","(0.3555, 0.5505)",0.5505
"(0.025, 0.025)","(0.03, 0.055)","(0.14, 0.195)","(0.0, 0.195)",0.195
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.05, 0.0975)","(0.0675, 0.165)",0.165
"(0.021, 0.021)","(0.0, 0.021)","(0.047, 0.068)","(0.141, 0.209)",0.209
"(0.02, 0.02)","(0.041, 0.061)","(0, 0.061)","(0, 0.061)",0.061
"(0.065, 0.065)","(0.0, 0.065)","(0.115, 0.18)","(0.0, 0.18)",0.18
"(0.0225, 0.0225)","(0.1025, 0.125)","(0.0, 0.125)","(0, 0.125)",0.125
"(0.0225, 0.0225)","(0.1025, 0.125)","(0.1955, 0.3205)","(0, 0.3205)",0.3205
"(0.0705, 0.0705)","(0.045, 0.11549999999999999)","(0.14, 0.2555)","(0.7445, 1.0)",1.0
"(0.0, 0.0)","(0.01, 0.01)","(0.0, 0.01)","(0.015, 0.025)",0.025
"(0.025, 0.025)","(0.015, 0.04)","(0.1, 0.14)","(0, 0.14)",0.14
"(0.021, 0.021)","(0.0, 0.021)","(0.0, 0.021)","(0.0352, 0.0562)",0.0562
"(0.105, 0.105)","(0.175, 0.27999999999999997)","(0.0, 0.27999999999999997)","(0.0, 0.27999999999999997)",0.27999999999999997
"(0.02, 0.02)","(0.0, 0.02)","(0.0, 0.02)","(0.09, 0.11)",0.11
"(0.09, 0.09)","(0.0, 0.09)","(0.125, 0.215)","(0.0, 0.215)",0.215
"(0.02, 0.02)","(0.015, 0.035)","(0.0, 0.035)","(0.0375, 0.07250000000000001)",0.07250000000000001
"(0.0625, 0.0625)","(0.0475, 0.11)","(0.0, 0.11)","(0.4, 0.51)",0.51
"(0.0625, 0.0625)","(0.0475, 0.11)","(0.0, 0.11)","(0.0, 0.11)",0.11
"(0.0225, 0.0225)","(0.1125, 0.135)","(0.275, 0.41000000000000003)","(0.59, 1.0)",1.0
"(0.0225, 0.0225)","(0.1125, 0.135)","(0.275, 0.41000000000000003)","(0.0, 0.41000000000000003)",0.41000000000000003
"(0.02, 0.02)","(0.045, 0.065)","(0.0, 0.065)","(0.0675, 0.1325)",0.1325
"(0.09, 0.09)","(0.06, 0.15)","(0.0, 0.15)","(0.0, 0.15)",0.15
"(0.035, 0.035)","(0.0, 0.035)","(0.0, 0.035)","(0.125, 0.16)",0.16
"(0.02, 0.02)","(0.0, 0.02)","(0.0225, 0.042499999999999996)","(0.045, 0.0875)",0.0875
"(0.12, 0.12)","(0.125, 0.245)","(0, 0.245)","(0, 0.245)",0.245
"(0.02, 0.02)","(0.017, 0.037000000000000005)","(0.05, 0.08700000000000001)","(0.12, 0.20700000000000002)",0.20700000000000002
"(0.02, 0.02)","(0.017, 0.037000000000000005)","(0.05, 0.08700000000000001)","(0.0, 0.08700000000000001)",0.08700000000000001
"(0.03, 0.03)","(0.02, 0.05)","(0.06, 0.11)","(0, 0.11)",0.11
"(0.02, 0.02)","(0.06, 0.08)","(0.2, 0.28)","(0.72, 1.0)",1.0
"(0.11, 0.11)","(0.0575, 0.1675)","(0.17, 0.3375)","(0, 0.3375)",0.3375
"(0.11, 0.11)","(0.0575, 0.1675)","(0.0, 0.1675)","(0, 0.1675)",0.1675
"(0.225, 0.225)","(0.0, 0.225)","(0.12, 0.345)","(0.27, 0.615)",0.615
"(0.225, 0.225)","(0.0, 0.225)","(0.12, 0.345)","(0.0, 0.345)",0.345
"(0.0775, 0.0775)","(0.1237, 0.2012)","(0, 0.2012)","(0, 0.2012)",0.2012
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0412, 0.0637)","(0.103, 0.16670000000000001)",0.16670000000000001
"(0.02, 0.02)","(0.025, 0.045)","(0.0, 0.045)","(0.1, 0.14500000000000002)",0.14500000000000002
"(0.0222, 0.0222)","(0.0547, 0.0769)","(0.0, 0.0769)","(0.0, 0.0769)",0.0769
"(0.02, 0.02)","(0.0475, 0.0675)","(0, 0.0675)","(0, 0.0675)",0.0675
"(0.02, 0.02)","(0.0135, 0.0335)","(0.057, 0.0905)","(0, 0.0905)",0.0905
"(0.07, 0.07)","(0.05, 0.12000000000000001)","(0.0, 0.12000000000000001)","(0.255, 0.375)",0.375
"(0.07, 0.07)","(0.05, 0.12000000000000001)","(0.0, 0.12000000000000001)","(0.88, 1.0)",1.0
"(0.07, 0.07)","(0.3775, 0.4475)","(0, 0.4475)","(0, 0.4475)",0.4475
"(0.07, 0.07)","(0.1, 0.17)","(0, 0.17)","(0, 0.17)",0.17
"(0.09, 0.09)","(0.0, 0.09)","(0.12, 0.21)","(0.0, 0.21)",0.21
"(0.09, 0.09)","(0.0, 0.09)","(0.12, 0.21)","(0.42, 0.63)",0.63
"(0.025, 0.025)","(0.0, 0.025)","(0.0275, 0.052500000000000005)","(0.055, 0.10750000000000001)",0.10750000000000001
"(0.0825, 0.0825)","(0.0437, 0.1262)","(0.0, 0.1262)","(0.29, 0.4162)",0.4162
"(0.0825, 0.0825)","(0.0437, 0.1262)","(0.0, 0.1262)","(0.0, 0.1262)",0.1262
"(0.02, 0.02)","(0.0425, 0.0625)","(0, 0.0625)","(0, 0.0625)",0.0625
"(0.11, 0.11)","(0.17, 0.28)","(0, 0.28)","(0, 0.28)",0.28
"(0.02, 0.02)","(0.0412, 0.061200000000000004)","(0.0, 0.061200000000000004)","(0.1374, 0.1986)",0.1986
"(0.02, 0.02)","(0.03, 0.05)","(0.105, 0.155)","(0.315, 0.47)",0.47
"(0.02, 0.02)","(0.03, 0.05)","(0.105, 0.155)","(0.0, 0.155)",0.155
"(0.025, 0.025)","(0.0, 0.025)","(0.0275, 0.052500000000000005)","(0.0825, 0.135)",0.135
"(0.09, 0.09)","(0.07, 0.16)","(0.84, 1.0)","(0, 1.0)",1.0
"(0.035, 0.035)","(0.0225, 0.0575)","(0.0, 0.0575)","(0.115, 0.17250000000000001)",0.17250000000000001
"(0.0222, 0.0222)","(0.015, 0.0372)","(0.0, 0.0372)","(0.1191, 0.1563)",0.1563
"(0.2425, 0.2425)","(0.0, 0.2425)","(0.2475, 0.49)","(0.51, 1.0)",1.0
"(0.0, 0.0)","(0.0585, 0.0585)","(0.137, 0.1955)","(0, 0.1955)",0.1955
"(0.0, 0.0)","(0.0585, 0.0585)","(0.0, 0.0585)","(0, 0.0585)",0.0585
"(0.0225, 0.0225)","(0.045, 0.0675)","(0.15, 0.2175)","(0, 0.2175)",0.2175
"(0.03, 0.03)","(0.03, 0.06)","(0.0, 0.06)","(0.08, 0.14)",0.14
"(0.02, 0.02)","(0.0225, 0.042499999999999996)","(0.0, 0.042499999999999996)","(0.03, 0.0725)",0.0725
"(0.02, 0.02)","(0.0225, 0.042499999999999996)","(0.03, 0.0725)","(0, 0.0725)",0.0725
"(0.0225, 0.0225)","(0.045, 0.0675)","(0.0375, 0.10500000000000001)","(0.0, 0.10500000000000001)",0.10500000000000001
"(0.0225, 0.0225)","(0.045, 0.0675)","(0.0375, 0.10500000000000001)","(0.225, 0.33)",0.33
"(0.02, 0.02)","(0.045, 0.065)","(0.045, 0.11)","(0.18, 0.29)",0.29
"(0.02, 0.02)","(0.045, 0.065)","(0.045, 0.11)","(0.0, 0.11)",0.11
"(0.02, 0.02)","(0.0525, 0.0725)","(0, 0.0725)","(0, 0.0725)",0.0725
"(0.115, 0.115)","(0.1, 0.21500000000000002)","(0.26, 0.47500000000000003)","(0, 0.47500000000000003)",0.47500000000000003
"(0.023, 0.023)","(0.0135, 0.0365)","(0, 0.0365)","(0, 0.0365)",0.0365
"(0.023, 0.023)","(0.0, 0.023)","(0, 0.023)","(0, 0.023)",0.023
"(0.021, 0.021)","(0.0222, 0.0432)","(0.025, 0.06820000000000001)","(0, 0.06820000000000001)",0.06820000000000001
"(0.021, 0.021)","(0.0222, 0.0432)","(0.0, 0.0432)","(0, 0.0432)",0.0432
"(0.2722, 0.2722)","(0, 0.2722)","(0, 0.2722)","(0, 0.2722)",0.2722
"(0.235, 0.235)","(0.2, 0.435)","(0.565, 1.0)","(0, 1.0)",1.0
"(0.235, 0.235)","(0.2, 0.435)","(0.0, 0.435)","(0, 0.435)",0.435
"(0.025, 0.025)","(0.025, 0.05)","(0.0775, 0.1275)","(0.0, 0.1275)",0.1275
"(0.07, 0.07)","(0.0, 0.07)","(0.0, 0.07)","(0.1, 0.17)",0.17
"(0.02, 0.02)","(0.0235, 0.0435)","(0.0745, 0.118)","(0.1925, 0.3105)",0.3105
"(0.075, 0.075)","(0.0, 0.075)","(0.11, 0.185)","(0, 0.185)",0.185
"(0.0, 0.0)","(0.01, 0.01)","(0.06, 0.06999999999999999)","(0, 0.06999999999999999)",0.06999999999999999
"(0.2177, 0.2177)","(0, 0.2177)","(0, 0.2177)","(0, 0.2177)",0.2177
"(0.021, 0.021)","(0.0, 0.021)","(0.0, 0.021)","(0.0275, 0.0485)",0.0485
"(0.09, 0.09)","(0.06, 0.15)","(0.205, 0.355)","(0, 0.355)",0.355
"(0.0225, 0.0225)","(0.02, 0.042499999999999996)","(0.068, 0.1105)","(0.0, 0.1105)",0.1105
"(0.035, 0.035)","(0.0, 0.035)","(0.095, 0.13)","(0, 0.13)",0.13
"(0.0208, 0.0208)","(0.015, 0.0358)","(0, 0.0358)","(0, 0.0358)",0.0358
"(0.26, 0.26)","(0.2, 0.46)","(0, 0.46)","(0, 0.46)",0.46
"(0.0, 0.0)","(0.0, 0.0)","(0.015, 0.015)","(0.0375, 0.0525)",0.0525
"(0.0205, 0.0205)","(0.0, 0.0205)","(0.016, 0.036500000000000005)","(0, 0.036500000000000005)",0.036500000000000005
"(0.07, 0.07)","(0.0, 0.07)","(0.042, 0.11200000000000002)","(0, 0.11200000000000002)",0.11200000000000002
"(0.03, 0.03)","(0.0, 0.03)","(0.0425, 0.07250000000000001)","(0.1, 0.17250000000000001)",0.17250000000000001
"(0.03, 0.03)","(0.0, 0.03)","(0.0425, 0.07250000000000001)","(0.0, 0.07250000000000001)",0.07250000000000001
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.065, 0.0875)","(0, 0.0875)",0.0875
"(0.0215, 0.0215)","(0.0, 0.0215)","(0.093, 0.11449999999999999)","(0.8855, 1.0)",1.0
"(0.0215, 0.0215)","(0.0, 0.0215)","(0.093, 0.11449999999999999)","(0.0, 0.11449999999999999)",0.11449999999999999
"(0.25, 0.25)","(0, 0.25)","(0, 0.25)","(0, 0.25)",0.25
"(0.03, 0.03)","(0.025, 0.055)","(0.0825, 0.1375)","(0.0, 0.1375)",0.1375
"(0.0225, 0.0225)","(0.0, 0.0225)","(0.0325, 0.055)","(0, 0.055)",0.055
"(0.0775, 0.0775)","(0.0, 0.0775)","(0.1, 0.1775)","(0.8225, 1.0)",1.0
"(0.0775, 0.0775)","(0.0, 0.0775)","(0.1, 0.1775)","(0.0, 0.1775)",0.1775
"(0.04, 0.04)","(0.0, 0.04)","(0.0, 0.04)","(0.025, 0.065)",0.065
"(0.025, 0.025)","(0.0125, 0.037500000000000006)","(0, 0.037500000000000006)","(0, 0.037500000000000006)",0.037500000000000006
"(0.0225, 0.0225)","(0.025, 0.0475)","(0.0835, 0.131)","(0.2354, 0.3664)",0.3664
"(0.02, 0.02)","(0.0, 0.02)","(0.015, 0.035)","(0, 0.035)",0.035
